ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0008637	apoptotic mitochondrial changes	1/7	10/12621	0.00553445811505726	0.0676823968388534	0.037803272133409	Hsp60B	1
GO:0006911	phagocytosis, engulfment	1/7	15/12621	0.00829182743824597	0.0676823968388534	0.037803272133409	crq	1
GO:0045321	leukocyte activation	1/7	16/12621	0.00884251419121529	0.0676823968388534	0.037803272133409	crq	1
GO:0006915	apoptotic process	2/7	280/12621	0.00956790786559795	0.0676823968388534	0.037803272133409	crq/Hsp60B	2
GO:0002764	immune response-regulating signaling pathway	1/7	23/12621	0.0126899877053954	0.0676823968388534	0.037803272133409	crq	1
GO:0010324	membrane invagination	1/7	24/12621	0.0132385803459785	0.0676823968388534	0.037803272133409	crq	1
GO:0099024	plasma membrane invagination	1/7	24/12621	0.0132385803459785	0.0676823968388534	0.037803272133409	crq	1
GO:0042026	protein refolding	1/7	25/12621	0.0137869116897568	0.0676823968388534	0.037803272133409	Hsp60B	1
GO:0012501	programmed cell death	2/7	348/12621	0.0145244191111199	0.0676823968388534	0.037803272133409	crq/Hsp60B	2
GO:0006458	'de novo' protein folding	1/7	29/12621	0.0159776261707768	0.0676823968388534	0.037803272133409	Hsp60B	1
GO:0048102	autophagic cell death	1/7	31/12621	0.0170714183256724	0.0676823968388534	0.037803272133409	crq	1
GO:0001775	cell activation	1/7	32/12621	0.0176179234941964	0.0676823968388534	0.037803272133409	crq	1
GO:0008219	cell death	2/7	389/12621	0.0179565542633693	0.0676823968388534	0.037803272133409	crq/Hsp60B	2
GO:0044743	protein transmembrane import into intracellular organelle	1/7	46/12621	0.0252416937477935	0.0740505165549216	0.0413601166579584	Hsp60B	1
GO:0006626	protein targeting to mitochondrion	1/7	54/12621	0.029575321745325	0.0740505165549216	0.0413601166579584	Hsp60B	1
GO:0065002	intracellular protein transmembrane transport	1/7	55/12621	0.0301158622679466	0.0740505165549216	0.0413601166579584	Hsp60B	1
GO:0071806	protein transmembrane transport	1/7	55/12621	0.0301158622679466	0.0740505165549216	0.0413601166579584	Hsp60B	1
GO:0030100	regulation of endocytosis	1/7	56/12621	0.0306561446938677	0.0740505165549216	0.0413601166579584	crq	1
GO:0006909	phagocytosis	1/7	57/12621	0.0311961691257933	0.0740505165549216	0.0413601166579584	crq	1
GO:0070585	protein localization to mitochondrion	1/7	58/12621	0.031735935666395	0.0740505165549216	0.0413601166579584	Hsp60B	1
GO:0072655	establishment of protein localization to mitochondrion	1/7	58/12621	0.031735935666395	0.0740505165549216	0.0413601166579584	Hsp60B	1
GO:0070646	protein modification by small protein removal	1/7	61/12621	0.0333536889664862	0.0742877617889919	0.041492627422423	CG11023	1
GO:1990542	mitochondrial transmembrane transport	1/7	64/12621	0.0349691249377155	0.0744994400846983	0.0416108580494556	Hsp60B	1
GO:0006839	mitochondrial transport	1/7	98/12621	0.0531163010518116	0.106182234486814	0.0593069408519262	Hsp60B	1
GO:0060627	regulation of vesicle-mediated transport	1/7	100/12621	0.054174609432048	0.106182234486814	0.0593069408519262	crq	1
GO:0017038	protein import	1/7	110/12621	0.0594509570857619	0.112042188353936	0.0625799548271178	Hsp60B	1
GO:0006457	protein folding	1/7	120/12621	0.0647020550829868	0.115061193795318	0.0642661877267084	Hsp60B	1
GO:0006605	protein targeting	1/7	122/12621	0.0657492535973248	0.115061193795318	0.0642661877267084	Hsp60B	1
GO:0002252	immune effector process	1/7	143/12621	0.0766843056142876	0.129570033624141	0.0723699435924312	crq	1
GO:0018205	peptidyl-lysine modification	1/7	151/12621	0.080821084180112	0.132007770827516	0.0737315153923829	CG11023	1
GO:0050776	regulation of immune response	1/7	166/12621	0.0885347375888184	0.139487066005882	0.0779089949764324	crq	1
GO:0072594	establishment of protein localization to organelle	1/7	171/12621	0.0910935941262901	0.139487066005882	0.0779089949764324	Hsp60B	1
GO:0006897	endocytosis	1/7	192/12621	0.10177366848553	0.151118477448211	0.0844055942782704	crq	1
GO:0007005	mitochondrion organization	1/7	215/12621	0.113347295570862	0.159275647930208	0.0889616937956049	Hsp60B	1
GO:0061024	membrane organization	1/7	216/12621	0.11384758324868	0.159275647930208	0.0889616937956049	crq	1
GO:0098657	import into cell	1/7	228/12621	0.119832189041745	0.159275647930208	0.0889616937956049	crq	1
GO:0033365	protein localization to organelle	1/7	234/12621	0.12281147775772	0.159275647930208	0.0889616937956049	Hsp60B	1
GO:0002682	regulation of immune system process	1/7	240/12621	0.125782118327243	0.159275647930208	0.0889616937956049	crq	1
GO:0051049	regulation of transport	1/7	242/12621	0.126770413658737	0.159275647930208	0.0889616937956049	crq	1
GO:0070647	protein modification by small protein conjugation or removal	1/7	280/12621	0.145366921547545	0.178074478895742	0.0994615779009516	CG11023	1
GO:0006955	immune response	1/7	315/12621	0.162193926083208	0.193841521416517	0.108268089298162	crq	1
GO:0018193	peptidyl-amino acid modification	1/7	352/12621	0.179672900416531	0.209618383819286	0.117080085484456	CG11023	1
GO:0006886	intracellular protein transport	1/7	394/12621	0.199134243171763	0.22692041663759	0.12674394914237	Hsp60B	1
GO:0032879	regulation of localization	1/7	445/12621	0.222232682418057	0.246065124051997	0.137437018804553	crq	1
GO:0002376	immune system process	1/7	477/12621	0.236432299308269	0.246065124051997	0.137437018804553	crq	1
GO:0015031	protein transport	1/7	481/12621	0.238191526406431	0.246065124051997	0.137437018804553	Hsp60B	1
GO:0015833	peptide transport	1/7	494/12621	0.24388504280676	0.246065124051997	0.137437018804553	Hsp60B	1
GO:0042886	amide transport	1/7	499/12621	0.246065124051997	0.246065124051997	0.137437018804553	Hsp60B	1
GO:0045184	establishment of protein localization	1/7	499/12621	0.246065124051997	0.246065124051997	0.137437018804553	Hsp60B	1
